Holmes,plan retrieval,photograph,anticipate absence,sitting-room
Holmes,consider marriage impact,emphasize promptness,Baker Street
Holmes,recognize voice,spark curiosity,Baker Street
King of Bohemia,arrive,express eagerness,retrieve photograph,Baker Street
Holmes,inform King,discuss Irene Adler's marriage,Baker Street
Subject: Sherlock Holmes and the King of Bohemia,Action: Arrive and receive news,Object: Information about Irene Adler,Environment: Briony Lodge
Subject: The King of Bohemia and Sherlock Holmes,Action: Express admiration and acknowledgment,Object: Irene Adler,Environment: Briony Lodge
Subject: Sherlock Holmes,Action: Discover and read the letter,Object: Photograph and letter,Environment: Briony Lodge
Subject: The King of Bohemia and Sherlock Holmes,Action: Offer reward and request photograph,Object: Reward and photograph,Environment: Briony Lodge
Subject: Sherlock Holmes,Action: Leave with the photograph,Object: Photograph,Environment: Briony Lodge
Subject: Sherlock Holmes,Action: Introduce Mr. Wilson and prepare for a new case,Object: Mr. Wilson,Environment: Holmes's room
Sherlock Holmes
Mr. Jabez Wilson
Sherlock Holmes
Mr. Jabez Wilson
Sherlock Holmes
Sherlock Holmes
Mr. Jabez Wilson
Task-specific,Long-term
Task-specific,Long-term
Task-specific,Long-term
Task-specific,Long-term
Subject: Mr. Wilson,Action: instructed to share,Objects: details about himself,his household,and the advertisement,Environment: interrogation setting
Subject: the doctor,Action: asked to note down,Objects: paper and date,Environment: interrogation setting
Subject: the paper,Action: identified as The Morning Chronicle,Objects: date of April 27,1890,Environment: interrogation setting
Jabez Wilson,Describes,Pawnbroker's business,Coburg Square near the City
Sherlock Holmes,Inquires,Vincent Spaulding,Work ethic
Mr. Wilson,Acknowledges,Vincent Spaulding's faults,Photography
Mr. Wilson,Confirms,Vincent Spaulding,Employment status
Vincent Spaulding,Brings,Advertisement,League of the Red-headed Men
Mr. Wilson,Intrigued,Vincent Spaulding's interest,Advertisement
Subject: Jabez Wilson,Action: decides to investigate,Object: League of the Red-headed Men,Environment: Home
Subject: Jabez Wilson,Action: accompanies,Object: assistant,Environment: City
Subject: Jabez Wilson,Action: hesitates,Object: multitude of red-headed men,Environment: City
Subject: Jabez Wilson,Action: navigates,Object: office,Environment: Crowded street
Subject: Jabez Wilson,Action: deemed suitable,Object: vacancy,Environment: League office
Subject: Jabez Wilson,Action: accepted,Object: League of the Red-headed Men,Environment: League office
Subject: Jabez Wilson,Action: disappoints,Object: manager,Environment: League office
Subject: Mr. Wilson,Action: Expresses interest,Object: Fund for red-heads,Environment: Conversation with Mr. Holmes
Subject: Mr. Wilson,Action: Worrying,Reassuring,Object: Job vacancy,Environment: Conversation with Mr. Holmes
Subject: Vincent Spaulding,Action: Offers assistance,Object: Mr. Wilson's business,Environment: Conversation with Mr. Wilson
Subject: Mr. Wilson,Action: Considers,Object: Job hours,Environment: Personal reflection
Subject: Mr. Wilson,Action: Trusts,Object: Assistant's capabilities,Environment: Pawnbroker business setting
Jabez Wilson,accept,position at Duncan Ross's office
Jabez Wilson,agree,start copying the Encyclopaedia Britannica
Jabez Wilson,doubt,legitimacy of the task
Jabez Wilson,purchase,ink and paper for copying
Jabez Wilson,start,copying the Encyclopaedia Britannica at Pope's Court
Mr. Jabez Wilson,asked,about Mr. Duncan Ross
Mr. Wilson,went,to 17 King Edward Street
Mr. Wilson,found,a manufactory of artificial knee-caps
Mr. Wilson,sought,advice from assistant
Assistant,could not help,Mr. Wilson
Mr. Wilson,came,to Mr. Holmes for advice
Mr. Holmes,agreed,to look into the case
Mr. Holmes,suggested,graver issues may be at play
Mr. Wilson,expressed,financial loss
Mr. Holmes,pointed out,benefits gained
Subject: Protagonist,Action: Wanting to find out,Object: Individuals who played the prank,Environment: Aftermath of the prank
Subject: Protagonist,Action: Acknowledging,Object: Cost of the prank,Environment: Discussion about the prank
Subject: Promise-maker,Action: Promising to help,Object: Protagonist,Environment: Discussion about investigating the prank
Subject: Promise-maker,Action: Posing questions,Object: Protagonist,Environment: Beginning of the investigation
Subject: Protagonist,Action: Initiating quest for answers,Object: Truth behind the prank,Environment: Investigation commences
Holmes,sat up
Holmes,asked
Holmes,observed
Holmes,pondered
Holmes,planned
Holmes,discussed
Holmes,emphasized
Holmes,planned
Subject: Sherlock Holmes,Action: requests silence,Object: three-pipe problem,Environment: sitting in a chair
Subject: Dr. Watson,Action: observes,Object: Holmes,Environment: in the room
Subject: Holmes,Action: springs up,Object: pipe,Environment: in the room
Subject: Holmes,Action: mentions,Object: musical event,Environment: in the room
Subject: Dr. Watson,Action: agrees,Object: joining Holmes,Environment: in the room
Subject: Holmes and Watson,Action: prepare to attend,Object: musical event,Environment: in the room
Subject: Sherlock Holmes,Action: observes and expresses preference,Object: German music program,Environment: City
Subject: Sherlock Holmes and Dr. Watson,Action: travel to Saxe-Coburg Square,Object: location,Environment: City
Subject: Sherlock Holmes,Action: examines surroundings,Object: Jabez Wilson's pawnbroker's shop,Environment: Saxe-Coburg Square
Subject: Sherlock Holmes,Action: interacts and observes,Object: Mr. Wilson's assistant,Environment: Saxe-Coburg Square
Subject: Sherlock Holmes,Action: emphasizes importance,Object: observation and exploration,Environment: Saxe-Coburg Square
Subject: Sherlock Holmes,Action: analyzes the main road,Object: surroundings,Environment: City
Subject: Sherlock Holmes,Action: memorizes order of houses,Object: houses,Environment: City
Sherlock Holmes
Dr. Watson
Sherlock Holmes
Dr. Watson
Dr. Watson
Sherlock Holmes
Dr. Watson
Dr. Watson
Dr. Watson
Holmes,Introduces,Mr. Merryweather
Jones,Expresses confidence,Holmes
Merryweather,Expresses concern,missing his rubber
Holmes,Reveals,the stake of the night's chase
Holmes,Describes,John Clay's elusive nature
Subject: Sherlock Holmes,Action: urging,Object: group,Environment: preparing for departure
Subject: Sherlock Holmes,Action: remaining uncommunicative,Object: none,Environment: in the cab
Subject: the group,Action: navigating,Object: streets,Environment: gas-lit surroundings
Holmes,examined,cracks between the stones,cellar
Merryweather,perched,crate,cellar
Holmes,put,glass in pocket,satisfied
Holmes,observed,misgivings of directors
Holmes,arranged,little plans
Holmes,instructs,Merryweather,dark lantern
Holmes,positions,crate,Watson,Merryweather,concealment
Holmes,plans,flash light,Watson,shoot
Holmes,companions,wait,darkness
Intruders,enter,hidden hole
Holmes,apprehends,intruder
Jones,detains,second intruder
Holmes,disarms,intruder
Holmes,Jones,subdue,criminals
John Clay,asserts,royal blood,defiance
Jones,addresses,John Clay,escort,police station
Holmes,deduces,motive behind bank robbery scheme,based on assistant's behavior and cellar activities
Holmes,investigates,cellar,observes worn knees of assistant,suspects tunneling operation towards the bank
Holmes,connects assistant's activities to bank proximity,solves mystery of tunneling operation
Holmes,predicts timing of robbery attempt,based on League offices closure and tunnel completion,anticipates criminals' escape plan
Holmes,reflects on enjoyment of solving problems,as means to escape monotony,showcases lifelong trend of seeking intellectual challenges
